age,gender,daily_social_media_hours,platform_usage,sleep_hours,screen_time_before_sleep,academic_performance,physical_activity,social_interaction_level,stress_level,anxiety_level,addiction_level,depression_label
13.0,0.0,7.5,0.0,8.6,1.9,122.0,7.0,2.0,7.0,3.0,10.0,0
18.0,0.0,6.8,2.0,5.4,0.9,24.0,11.0,1.0,9.0,1.0,8.0,0
15.0,0.0,7.5,2.0,6.3,2.8,152.0,17.0,0.0,1.0,5.0,8.0,0
13.0,0.0,1.5,2.0,5.2,0.8,51.0,7.0,2.0,10.0,6.0,8.0,0
19.0,0.0,7.2,1.0,6.6,2.9,160.0,11.0,2.0,1.0,10.0,9.0,0
14.0,0.0,2.9,0.0,7.2,2.0,32.0,0.0,2.0,9.0,10.0,4.0,0
13.0,1.0,2.6,1.0,8.5,1.9,118.0,13.0,1.0,5.0,7.0,6.0,0
16.0,1.0,6.8,0.0,7.2,1.1,89.0,13.0,0.0,8.0,5.0,9.0,0
18.0,1.0,6.3,1.0,4.8,1.2,115.0,6.0,2.0,9.0,10.0,3.0,1
15.0,0.0,3.6,1.0,4.3,2.9,150.0,19.0,1.0,10.0,9.0,7.0,0
15.0,0.0,7.1,2.0,6.5,0.7,75.0,18.0,2.0,4.0,7.0,1.0,0
17.0,1.0,1.1,0.0,9.0,2.9,160.0,19.0,2.0,2.0,8.0,2.0,0
15.0,1.0,3.0,1.0,6.6,0.9,101.0,17.0,2.0,1.0,2.0,2.0,0
16.0,1.0,6.5,1.0,5.3,1.8,89.0,18.0,1.0,4.0,10.0,2.0,0
19.0,1.0,4.1,0.0,6.4,0.9,108.0,9.0,1.0,7.0,3.0,4.0,0
15.0,1.0,1.8,0.0,5.5,1.6,11.0,6.0,2.0,6.0,5.0,9.0,0
14.0,1.0,6.1,0.0,5.7,2.0,62.0,19.0,0.0,8.0,4.0,6.0,0
18.0,1.0,3.0,0.0,5.0,2.0,58.0,9.0,2.0,1.0,10.0,7.0,0
18.0,1.0,7.0,2.0,8.9,0.7,93.0,14.0,2.0,2.0,10.0,8.0,0
13.0,1.0,3.8,2.0,8.9,2.5,89.0,4.0,1.0,9.0,9.0,7.0,0
15.0,0.0,3.4,2.0,8.0,1.0,29.0,19.0,1.0,4.0,7.0,6.0,0
14.0,1.0,1.6,1.0,4.8,2.4,47.0,13.0,0.0,9.0,9.0,10.0,0
19.0,1.0,7.9,1.0,5.8,2.1,84.0,3.0,1.0,7.0,1.0,10.0,0
15.0,1.0,3.2,0.0,4.0,2.0,112.0,5.0,0.0,8.0,4.0,8.0,0
19.0,1.0,2.4,0.0,8.7,1.6,6.0,15.0,2.0,2.0,9.0,7.0,0
13.0,0.0,5.9,0.0,4.3,0.8,64.0,8.0,2.0,4.0,3.0,2.0,0
15.0,0.0,1.2,2.0,7.4,2.7,162.0,3.0,0.0,3.0,7.0,4.0,0
19.0,0.0,3.2,0.0,6.2,2.6,82.0,13.0,1.0,9.0,5.0,7.0,0
18.0,1.0,7.2,1.0,7.7,1.2,76.0,15.0,0.0,6.0,3.0,9.0,0
13.0,0.0,6.2,0.0,8.6,1.8,69.0,5.0,1.0,8.0,4.0,7.0,0
16.0,0.0,7.0,1.0,7.4,2.6,162.0,19.0,2.0,10.0,6.0,3.0,0
16.0,0.0,3.8,1.0,5.7,1.3,105.0,16.0,2.0,3.0,4.0,10.0,0
14.0,0.0,2.1,1.0,5.0,1.4,21.0,8.0,0.0,7.0,1.0,9.0,0
13.0,0.0,3.0,2.0,6.2,0.8,32.0,8.0,0.0,9.0,10.0,3.0,0
15.0,0.0,2.2,2.0,4.5,1.3,5.0,10.0,0.0,10.0,2.0,6.0,0
13.0,1.0,1.6,2.0,8.4,1.4,73.0,15.0,2.0,1.0,6.0,6.0,0
17.0,0.0,7.7,1.0,4.7,2.8,12.0,0.0,0.0,8.0,4.0,8.0,0
18.0,1.0,6.4,2.0,4.2,1.1,170.0,11.0,1.0,10.0,9.0,4.0,1
19.0,0.0,5.5,1.0,5.1,2.7,55.0,3.0,0.0,2.0,3.0,7.0,0
17.0,0.0,6.9,2.0,4.6,2.5,7.0,1.0,1.0,10.0,9.0,2.0,1
14.0,1.0,5.3,2.0,4.7,1.1,119.0,17.0,1.0,10.0,8.0,10.0,1
19.0,0.0,6.9,1.0,8.5,1.5,113.0,6.0,0.0,5.0,6.0,1.0,0
15.0,1.0,3.5,0.0,6.3,0.8,127.0,17.0,1.0,7.0,4.0,2.0,0
19.0,0.0,7.2,0.0,5.0,2.2,114.0,5.0,1.0,6.0,9.0,2.0,0
18.0,1.0,3.9,1.0,5.2,1.8,103.0,4.0,1.0,9.0,5.0,5.0,0
14.0,1.0,5.8,2.0,4.8,2.6,186.0,1.0,2.0,6.0,4.0,9.0,0
16.0,0.0,3.9,1.0,7.5,2.1,43.0,7.0,0.0,4.0,3.0,2.0,0
17.0,1.0,7.5,0.0,5.9,2.9,65.0,10.0,0.0,3.0,1.0,10.0,0
16.0,0.0,2.0,0.0,8.2,1.0,54.0,7.0,2.0,9.0,7.0,10.0,0
14.0,1.0,7.0,1.0,7.8,1.1,36.0,3.0,2.0,10.0,4.0,2.0,0
15.0,1.0,1.8,0.0,8.0,2.8,159.0,4.0,0.0,9.0,8.0,8.0,0
19.0,0.0,1.4,2.0,4.7,0.5,52.0,10.0,1.0,1.0,5.0,6.0,0
13.0,1.0,7.1,2.0,6.5,1.6,50.0,11.0,2.0,1.0,10.0,6.0,0
17.0,1.0,6.0,2.0,8.8,1.3,94.0,7.0,2.0,8.0,10.0,7.0,0
15.0,1.0,1.2,1.0,8.1,2.0,122.0,0.0,2.0,7.0,3.0,8.0,0
13.0,1.0,5.3,1.0,6.4,1.1,81.0,13.0,2.0,8.0,5.0,10.0,0
13.0,1.0,7.2,1.0,7.4,2.2,37.0,15.0,0.0,8.0,9.0,6.0,0
15.0,1.0,1.7,0.0,5.3,1.5,77.0,0.0,1.0,6.0,4.0,3.0,0
13.0,0.0,7.5,1.0,4.8,0.7,115.0,20.0,1.0,10.0,9.0,1.0,1
16.0,0.0,1.2,0.0,7.3,1.0,41.0,8.0,2.0,5.0,3.0,6.0,0
14.0,0.0,5.8,2.0,6.9,0.7,0.0,13.0,1.0,9.0,9.0,4.0,0
19.0,0.0,6.0,0.0,4.2,0.9,103.0,1.0,2.0,7.0,9.0,9.0,1
19.0,1.0,1.9,1.0,8.0,2.9,1.0,1.0,1.0,8.0,1.0,10.0,0
13.0,0.0,5.7,2.0,6.6,2.4,87.0,10.0,1.0,1.0,3.0,1.0,0
15.0,0.0,6.7,2.0,4.3,1.8,20.0,5.0,1.0,2.0,8.0,7.0,0
17.0,1.0,3.5,2.0,8.5,2.2,15.0,6.0,2.0,8.0,8.0,2.0,0
15.0,1.0,6.4,2.0,7.7,0.7,174.0,0.0,1.0,10.0,2.0,7.0,0
15.0,0.0,6.6,0.0,8.6,1.5,5.0,8.0,0.0,1.0,9.0,9.0,0
13.0,1.0,2.5,0.0,4.6,1.6,1.0,7.0,2.0,6.0,4.0,3.0,0
16.0,0.0,2.3,2.0,8.0,1.9,168.0,14.0,1.0,7.0,4.0,4.0,0
19.0,1.0,1.4,0.0,6.6,1.8,39.0,2.0,0.0,5.0,2.0,6.0,0
18.0,1.0,4.8,0.0,5.5,1.8,194.0,4.0,0.0,6.0,2.0,5.0,0
13.0,0.0,7.0,1.0,4.4,0.9,129.0,14.0,0.0,5.0,3.0,6.0,0
19.0,1.0,3.0,0.0,5.5,2.1,16.0,5.0,0.0,9.0,3.0,5.0,0
16.0,1.0,6.0,2.0,8.7,1.5,191.0,15.0,2.0,2.0,5.0,4.0,0
19.0,0.0,5.9,1.0,7.4,0.7,30.0,10.0,1.0,1.0,9.0,9.0,0
14.0,1.0,5.7,1.0,6.4,1.9,46.0,6.0,1.0,6.0,8.0,5.0,0
15.0,1.0,3.5,0.0,8.0,1.9,133.0,0.0,1.0,10.0,4.0,1.0,0
18.0,1.0,5.5,0.0,5.3,2.6,181.0,20.0,0.0,8.0,6.0,3.0,0
17.0,1.0,3.7,0.0,6.3,1.3,109.0,8.0,2.0,2.0,6.0,9.0,0
13.0,0.0,4.0,0.0,4.2,0.9,83.0,19.0,1.0,5.0,4.0,8.0,0
19.0,0.0,5.2,1.0,6.9,2.3,141.0,18.0,1.0,6.0,4.0,8.0,0
19.0,0.0,6.8,0.0,8.4,2.1,54.0,20.0,2.0,4.0,10.0,1.0,0
19.0,0.0,2.1,1.0,5.2,2.5,98.0,11.0,0.0,9.0,9.0,3.0,0
14.0,1.0,2.3,1.0,7.3,2.3,56.0,0.0,2.0,4.0,6.0,5.0,0
13.0,1.0,1.1,2.0,6.7,2.0,192.0,18.0,2.0,3.0,10.0,5.0,0
19.0,1.0,6.7,0.0,7.3,2.8,125.0,3.0,1.0,7.0,6.0,8.0,0
13.0,1.0,5.8,0.0,6.3,1.1,181.0,7.0,2.0,8.0,4.0,9.0,0
19.0,0.0,1.6,1.0,8.6,1.4,101.0,16.0,2.0,4.0,3.0,4.0,0
15.0,0.0,2.1,0.0,4.4,2.1,45.0,13.0,0.0,6.0,6.0,7.0,0
15.0,1.0,1.8,0.0,6.4,2.4,51.0,13.0,2.0,3.0,6.0,9.0,0
18.0,1.0,2.3,0.0,4.2,0.9,105.0,6.0,1.0,6.0,6.0,10.0,0
15.0,1.0,5.7,0.0,6.1,0.7,16.0,4.0,2.0,5.0,9.0,7.0,0
16.0,1.0,3.2,2.0,4.6,2.5,104.0,17.0,0.0,9.0,5.0,1.0,0
17.0,1.0,7.5,2.0,8.1,2.8,137.0,12.0,2.0,2.0,2.0,3.0,0
16.0,0.0,4.8,2.0,5.4,0.9,35.0,13.0,0.0,8.0,3.0,2.0,0
17.0,1.0,4.5,2.0,6.1,2.8,193.0,9.0,0.0,10.0,4.0,2.0,0
16.0,1.0,2.5,1.0,8.9,2.9,22.0,15.0,1.0,8.0,7.0,3.0,0
19.0,0.0,1.5,1.0,6.8,2.5,145.0,18.0,2.0,9.0,8.0,10.0,0
17.0,0.0,4.0,2.0,8.5,1.0,51.0,15.0,0.0,1.0,7.0,5.0,0
19.0,0.0,6.1,0.0,7.1,2.3,1.0,12.0,0.0,4.0,3.0,7.0,0
14.0,1.0,1.0,2.0,6.6,1.4,10.0,13.0,0.0,6.0,5.0,5.0,0
13.0,0.0,3.9,2.0,8.7,1.5,127.0,5.0,0.0,7.0,1.0,4.0,0
15.0,1.0,7.8,0.0,4.6,3.0,151.0,3.0,2.0,8.0,10.0,6.0,1
15.0,0.0,4.9,2.0,5.2,0.7,63.0,15.0,0.0,10.0,6.0,4.0,0
16.0,1.0,5.3,2.0,5.6,2.5,60.0,6.0,2.0,7.0,10.0,4.0,1
19.0,0.0,6.6,1.0,8.8,0.9,105.0,11.0,1.0,10.0,10.0,6.0,0
17.0,0.0,3.8,0.0,4.7,1.2,76.0,3.0,1.0,2.0,2.0,5.0,0
15.0,1.0,2.9,1.0,6.4,0.7,64.0,16.0,0.0,3.0,10.0,7.0,0
15.0,0.0,3.7,2.0,4.0,0.9,61.0,3.0,2.0,1.0,8.0,10.0,0
18.0,0.0,7.4,1.0,6.4,2.2,80.0,19.0,1.0,4.0,5.0,4.0,0
17.0,0.0,7.6,0.0,6.0,2.0,53.0,0.0,0.0,8.0,9.0,7.0,0
13.0,0.0,3.8,2.0,5.3,2.5,3.0,19.0,0.0,6.0,7.0,7.0,0
13.0,0.0,7.4,2.0,7.0,1.8,96.0,3.0,2.0,9.0,10.0,5.0,0
16.0,1.0,3.7,1.0,9.0,1.5,175.0,13.0,0.0,4.0,3.0,1.0,0
19.0,0.0,5.7,1.0,6.4,0.9,52.0,0.0,1.0,3.0,7.0,2.0,0
16.0,1.0,2.5,1.0,8.9,1.2,122.0,0.0,1.0,4.0,4.0,10.0,0
15.0,0.0,7.8,2.0,6.8,0.6,121.0,10.0,2.0,1.0,7.0,5.0,0
13.0,0.0,7.9,0.0,5.8,0.8,131.0,16.0,2.0,3.0,7.0,2.0,0
16.0,1.0,2.6,1.0,8.8,1.7,67.0,19.0,2.0,5.0,2.0,6.0,0
17.0,1.0,5.5,2.0,6.0,2.8,72.0,2.0,2.0,2.0,3.0,8.0,0
14.0,0.0,6.4,0.0,5.7,0.9,35.0,17.0,1.0,10.0,4.0,2.0,0
16.0,0.0,7.6,2.0,6.1,0.8,181.0,6.0,0.0,8.0,4.0,4.0,0
17.0,0.0,2.4,1.0,8.5,2.4,93.0,8.0,0.0,1.0,6.0,7.0,0
14.0,1.0,4.1,2.0,6.4,2.0,20.0,0.0,2.0,7.0,7.0,9.0,0
17.0,0.0,7.2,1.0,8.8,2.5,97.0,13.0,0.0,1.0,3.0,9.0,0
15.0,0.0,7.9,1.0,4.1,0.7,179.0,9.0,2.0,3.0,8.0,1.0,0
17.0,0.0,7.2,0.0,8.0,1.9,130.0,3.0,2.0,5.0,8.0,6.0,0
18.0,1.0,2.0,2.0,8.6,2.2,57.0,13.0,0.0,2.0,5.0,8.0,0
14.0,1.0,5.6,1.0,6.8,2.3,130.0,8.0,1.0,7.0,6.0,2.0,0
13.0,0.0,5.3,0.0,6.0,1.0,162.0,5.0,1.0,3.0,8.0,5.0,0
18.0,0.0,4.8,1.0,8.5,2.8,8.0,6.0,0.0,5.0,4.0,3.0,0
19.0,1.0,7.9,1.0,5.1,1.7,56.0,1.0,0.0,6.0,1.0,8.0,0
15.0,0.0,5.7,1.0,5.9,0.8,12.0,5.0,0.0,1.0,9.0,1.0,0
18.0,1.0,2.5,1.0,7.1,1.6,97.0,5.0,2.0,10.0,7.0,3.0,0
13.0,0.0,4.0,1.0,5.0,2.9,105.0,15.0,0.0,7.0,8.0,10.0,0
19.0,0.0,6.9,0.0,5.0,1.2,55.0,16.0,1.0,3.0,10.0,8.0,0
17.0,1.0,5.4,2.0,6.3,2.8,118.0,1.0,0.0,3.0,7.0,9.0,0
18.0,0.0,3.7,0.0,7.0,1.4,167.0,14.0,2.0,10.0,9.0,5.0,0
15.0,0.0,7.5,0.0,8.1,2.5,85.0,9.0,2.0,6.0,8.0,10.0,0
15.0,1.0,4.4,1.0,5.3,0.9,91.0,12.0,1.0,10.0,5.0,5.0,0
18.0,0.0,7.9,2.0,7.0,2.7,62.0,19.0,2.0,1.0,2.0,10.0,0
19.0,1.0,1.2,1.0,4.8,1.7,51.0,4.0,2.0,10.0,10.0,10.0,0
13.0,0.0,3.4,2.0,8.6,0.8,16.0,14.0,0.0,7.0,10.0,6.0,0
17.0,1.0,2.7,1.0,6.6,1.6,86.0,16.0,1.0,3.0,1.0,2.0,0
13.0,0.0,6.4,2.0,8.3,1.3,92.0,9.0,1.0,4.0,5.0,9.0,0
18.0,1.0,2.3,0.0,8.7,0.6,140.0,13.0,1.0,4.0,8.0,7.0,0
18.0,1.0,4.6,1.0,7.3,2.8,1.0,4.0,1.0,1.0,3.0,6.0,0
17.0,0.0,3.3,2.0,5.2,1.8,128.0,9.0,0.0,2.0,3.0,9.0,0
19.0,0.0,1.8,0.0,6.5,2.6,83.0,10.0,1.0,7.0,6.0,1.0,0
13.0,0.0,6.5,0.0,6.5,1.5,167.0,12.0,0.0,3.0,9.0,4.0,0
16.0,1.0,4.0,0.0,7.9,1.9,55.0,15.0,1.0,4.0,9.0,9.0,0
19.0,0.0,2.4,2.0,7.4,1.2,114.0,17.0,1.0,2.0,5.0,2.0,0
14.0,1.0,1.2,2.0,7.0,2.2,26.0,1.0,0.0,6.0,10.0,5.0,0
15.0,1.0,5.5,1.0,7.8,1.5,93.0,5.0,1.0,9.0,10.0,7.0,0
15.0,1.0,7.3,1.0,7.3,2.8,132.0,11.0,0.0,2.0,7.0,5.0,0
19.0,0.0,2.0,1.0,4.3,0.8,72.0,5.0,0.0,8.0,1.0,1.0,0
15.0,1.0,6.9,1.0,8.3,2.4,155.0,9.0,1.0,2.0,4.0,9.0,0
18.0,0.0,5.0,0.0,4.3,1.1,40.0,15.0,1.0,7.0,2.0,2.0,0
18.0,0.0,1.8,2.0,4.9,2.7,168.0,18.0,0.0,1.0,3.0,8.0,0
13.0,0.0,2.5,0.0,6.3,1.8,150.0,15.0,1.0,9.0,3.0,9.0,0
19.0,1.0,1.6,1.0,4.1,1.6,54.0,7.0,2.0,2.0,6.0,4.0,0
13.0,1.0,6.6,1.0,7.3,1.6,30.0,15.0,2.0,10.0,2.0,1.0,0
14.0,0.0,4.9,0.0,5.5,1.6,154.0,14.0,0.0,8.0,1.0,8.0,0
16.0,1.0,2.1,1.0,8.2,2.4,112.0,15.0,1.0,1.0,1.0,8.0,0
19.0,1.0,6.6,2.0,9.0,2.9,108.0,10.0,2.0,3.0,7.0,9.0,0
18.0,1.0,4.0,0.0,4.6,2.2,76.0,4.0,2.0,4.0,1.0,4.0,0
18.0,0.0,7.9,0.0,4.1,2.8,112.0,3.0,1.0,4.0,2.0,4.0,0
13.0,1.0,1.5,2.0,7.9,1.8,154.0,8.0,2.0,5.0,7.0,1.0,0
14.0,1.0,6.9,1.0,8.0,1.6,24.0,15.0,2.0,3.0,3.0,3.0,0
19.0,0.0,5.3,0.0,6.7,0.7,38.0,17.0,1.0,4.0,8.0,8.0,0
17.0,1.0,6.8,1.0,5.7,1.1,11.0,6.0,2.0,1.0,10.0,10.0,0
15.0,1.0,5.9,2.0,6.9,1.4,161.0,0.0,2.0,3.0,9.0,1.0,0
16.0,1.0,7.4,1.0,5.5,1.8,145.0,11.0,1.0,7.0,9.0,9.0,1
15.0,1.0,2.3,0.0,5.6,2.9,157.0,19.0,1.0,6.0,6.0,2.0,0
13.0,1.0,7.3,2.0,8.9,2.7,119.0,13.0,0.0,6.0,6.0,10.0,0
17.0,0.0,3.8,0.0,7.7,0.7,133.0,19.0,0.0,2.0,8.0,9.0,0
16.0,0.0,3.4,1.0,4.6,2.1,18.0,14.0,1.0,4.0,1.0,3.0,0
16.0,1.0,7.4,0.0,7.4,0.9,76.0,6.0,2.0,10.0,6.0,2.0,0
17.0,0.0,6.6,1.0,5.2,2.2,88.0,1.0,1.0,6.0,8.0,7.0,0
16.0,1.0,7.8,1.0,4.7,1.1,57.0,20.0,2.0,9.0,3.0,8.0,0
18.0,1.0,5.1,1.0,8.2,2.8,177.0,12.0,1.0,8.0,8.0,8.0,0
16.0,0.0,7.1,1.0,7.7,1.9,18.0,4.0,1.0,8.0,10.0,5.0,0
17.0,1.0,2.6,1.0,4.2,0.7,195.0,16.0,0.0,7.0,4.0,7.0,0
13.0,1.0,4.7,1.0,8.0,1.1,4.0,18.0,0.0,5.0,10.0,6.0,0
13.0,0.0,2.5,0.0,8.3,1.6,115.0,4.0,1.0,10.0,2.0,6.0,0
15.0,0.0,3.6,0.0,5.5,1.2,163.0,13.0,0.0,1.0,4.0,9.0,0
14.0,1.0,3.4,0.0,5.6,1.7,193.0,11.0,1.0,9.0,3.0,1.0,0
14.0,0.0,5.5,1.0,7.4,2.9,146.0,8.0,1.0,8.0,4.0,10.0,0
14.0,1.0,5.0,0.0,6.2,1.0,199.0,0.0,0.0,5.0,6.0,1.0,0
15.0,0.0,5.2,2.0,5.6,1.1,182.0,15.0,2.0,4.0,8.0,7.0,0
19.0,0.0,4.8,2.0,7.5,1.0,170.0,0.0,0.0,9.0,4.0,6.0,0
16.0,1.0,4.8,2.0,5.1,2.1,163.0,16.0,0.0,4.0,9.0,1.0,0
13.0,0.0,5.6,0.0,4.6,1.9,144.0,15.0,0.0,5.0,5.0,6.0,0
18.0,0.0,4.1,2.0,7.4,2.4,19.0,0.0,2.0,8.0,4.0,9.0,0
13.0,0.0,4.5,2.0,6.7,2.2,178.0,11.0,0.0,3.0,5.0,10.0,0
13.0,0.0,7.0,2.0,4.1,1.9,48.0,11.0,2.0,3.0,10.0,6.0,0
15.0,0.0,3.8,2.0,8.3,2.6,102.0,20.0,2.0,1.0,2.0,2.0,0
15.0,0.0,7.0,2.0,8.7,3.0,33.0,3.0,2.0,5.0,3.0,2.0,0
17.0,0.0,6.0,2.0,5.3,2.7,121.0,3.0,2.0,8.0,2.0,4.0,0
14.0,0.0,2.8,0.0,5.0,2.5,2.0,17.0,1.0,1.0,3.0,4.0,0
18.0,1.0,5.0,0.0,6.6,1.8,107.0,9.0,1.0,3.0,4.0,2.0,0
13.0,1.0,4.7,2.0,6.8,1.7,30.0,3.0,0.0,4.0,2.0,4.0,0
17.0,0.0,4.2,1.0,7.3,2.6,121.0,18.0,1.0,7.0,1.0,3.0,0
18.0,1.0,2.2,0.0,4.4,1.7,184.0,8.0,1.0,8.0,9.0,7.0,0
17.0,1.0,5.4,2.0,5.7,2.5,66.0,13.0,2.0,5.0,10.0,3.0,0
14.0,0.0,1.4,2.0,7.0,1.8,101.0,7.0,0.0,10.0,4.0,2.0,0
14.0,1.0,3.0,1.0,8.3,2.7,62.0,5.0,1.0,3.0,1.0,5.0,0
15.0,1.0,4.0,0.0,8.1,2.1,31.0,14.0,2.0,4.0,8.0,8.0,0
13.0,0.0,4.8,0.0,6.0,0.6,103.0,2.0,1.0,3.0,6.0,9.0,0
16.0,0.0,4.8,0.0,8.6,1.8,151.0,10.0,1.0,8.0,7.0,3.0,0
13.0,1.0,4.7,2.0,6.8,1.4,84.0,1.0,1.0,10.0,6.0,9.0,0
15.0,0.0,3.5,1.0,4.5,2.7,108.0,3.0,0.0,1.0,5.0,10.0,0
17.0,0.0,7.5,1.0,5.6,2.3,4.0,2.0,1.0,3.0,10.0,8.0,0
