age,gender,daily_social_media_hours,platform_usage,sleep_hours,screen_time_before_sleep,academic_performance,physical_activity,social_interaction_level,stress_level,anxiety_level,addiction_level,depression_label
13.0,0.0,3.5,1.0,5.8,1.2,151.0,0.0,2.0,4.0,1.0,8.0,0
19.0,0.0,1.8,1.0,6.0,2.3,1.0,19.0,2.0,5.0,6.0,8.0,0
15.0,1.0,1.1,1.0,8.6,2.3,119.0,12.0,0.0,1.0,2.0,7.0,0
17.56613708582291,0.3584657285442726,7.749073990019009,0.6415342714557274,4.4849205628734365,1.0735451656708364,180.58465728544272,7.584657285442726,1.2830685429114548,8.716931457088545,8.716931457088545,4.207671357278636,1
14.0,0.0,3.4,2.0,5.8,3.0,81.0,4.0,2.0,1.0,4.0,4.0,0
16.6611091570374,0.44629694765419925,5.753703052345801,0.44629694765419925,4.769445421481299,2.219813968049541,64.8925938953084,11.124078633579394,1.1074061046916015,7.0,8.446296947654199,2.3388908429625976,1
16.0,1.0,5.9,1.0,7.0,0.8,89.0,16.0,0.0,6.0,8.0,1.0,0
16.0,1.0,6.3,0.0,6.9,1.3,23.0,3.0,0.0,9.0,2.0,10.0,0
17.0,1.0,6.9,1.0,6.1,2.4,8.0,8.0,2.0,9.0,4.0,9.0,0
17.0,0.0,4.7,1.0,5.1,2.0,188.0,17.0,0.0,8.0,9.0,1.0,0
16.0,1.0,4.2,2.0,7.3,1.1,98.0,16.0,2.0,1.0,6.0,2.0,0
14.0,1.0,2.0,2.0,5.0,2.6,127.0,20.0,0.0,5.0,4.0,3.0,0
18.0,0.0,6.7,0.0,8.8,1.9,63.0,19.0,0.0,5.0,8.0,3.0,0
16.0,0.0,5.8,2.0,8.9,1.1,186.0,13.0,2.0,8.0,5.0,9.0,0
13.0,1.0,5.8,0.0,6.1,1.2,36.0,17.0,2.0,6.0,10.0,6.0,0
18.0,0.0,3.2,2.0,8.8,1.2,65.0,8.0,2.0,7.0,6.0,10.0,0
19.0,0.0,5.3,1.0,8.4,0.6,16.0,14.0,2.0,9.0,4.0,6.0,0
18.0,0.0,5.0,2.0,7.6,2.0,75.0,12.0,0.0,4.0,3.0,3.0,0
16.0,1.0,6.0,2.0,4.1,2.4,68.0,8.0,1.0,1.0,6.0,3.0,0
18.132074420988154,0.4339627895059237,7.7830186052470385,1.0,5.0037739526541465,1.2811330211106626,182.2075534740711,8.339627895059238,2.0,7.566037210494076,8.433962789505923,6.433962789505924,1
19.0,0.0,6.0,2.0,7.1,0.9,88.0,15.0,0.0,1.0,6.0,5.0,0
19.0,0.0,2.7,0.0,6.3,1.3,84.0,9.0,1.0,7.0,5.0,7.0,0
13.0,1.0,3.5,0.0,5.3,1.7,150.0,1.0,1.0,6.0,10.0,8.0,0
15.0,0.0,6.4,1.0,6.9,2.9,142.0,7.0,0.0,8.0,4.0,8.0,0
19.0,0.0,6.5,2.0,8.1,2.3,92.0,14.0,1.0,8.0,8.0,6.0,0
15.0,1.0,5.5,2.0,4.0,2.4,0.0,7.0,0.0,10.0,3.0,2.0,0
13.0,1.0,4.0,2.0,4.5,1.0,44.0,17.0,0.0,5.0,6.0,5.0,0
15.0,0.0,6.8,2.0,6.6,2.1,45.0,10.0,0.0,10.0,10.0,8.0,0
18.0,1.0,2.1,2.0,6.7,0.9,178.0,5.0,0.0,3.0,5.0,7.0,0
18.0,0.0,5.5,0.0,5.0,0.9,148.0,8.0,0.0,4.0,10.0,10.0,0
18.0,0.0,3.5,1.0,6.3,2.9,124.0,16.0,1.0,1.0,4.0,2.0,0
18.0,0.0,4.1,0.0,6.7,2.1,114.0,15.0,2.0,8.0,1.0,5.0,0
14.0,0.0,4.0,1.0,4.9,2.7,48.0,12.0,1.0,7.0,8.0,6.0,0
15.92045291775673,0.0,7.7,0.0,4.302651569408109,2.2920452917756733,165.9109932582569,18.02651569408109,0.5132578470405449,8.0,7.973484305918911,6.05303138816218,1
18.0,1.0,1.9,1.0,5.8,1.7,136.0,18.0,0.0,6.0,5.0,1.0,0
18.052713538814253,0.0,7.952635676940712,0.8421189231357087,4.6526356769407125,0.7368216152964369,177.63152430745717,6.36821615296437,1.8421189231357087,8.0,7.8421189231357085,6.315762153728583,1
16.0,1.0,2.0,0.0,8.7,1.2,61.0,2.0,0.0,8.0,8.0,4.0,0
13.0,1.0,3.3,1.0,6.4,1.0,163.0,19.0,0.0,9.0,2.0,4.0,0
18.0,1.0,1.3,2.0,4.9,0.9,174.0,2.0,2.0,4.0,9.0,8.0,0
18.637281608315128,1.0,7.390932040207878,1.8186408041575641,4.372796120623635,1.4634757185448524,196.09320402078782,8.544077587527308,0.0,9.090679597921218,7.272038793763654,4.637281608315128,1
15.0,0.0,1.3,1.0,7.5,1.3,13.0,3.0,0.0,1.0,5.0,2.0,0
17.0,1.0,5.3,0.0,6.6,0.6,152.0,15.0,1.0,3.0,7.0,1.0,0
14.0,0.0,3.2,0.0,5.4,2.6,100.0,7.0,0.0,9.0,1.0,7.0,0
14.441706546392902,0.0,5.714122798967807,0.5582934536070976,4.2674880360821295,1.6275837474250952,139.18389164950062,7.1412279896780735,2.0,9.0,8.674880360821293,3.0,1
15.0,1.0,7.3,2.0,5.7,2.9,3.0,17.0,2.0,2.0,7.0,8.0,0
14.450499251969543,0.450499251969543,6.920798803151269,1.0,4.805449326772589,0.6099001496060914,125.34151271651777,7.044508228335027,1.099001496060914,8.549500748030457,9.549500748030457,3.0,1
14.0,0.0,4.1,1.0,8.0,3.0,29.0,1.0,0.0,8.0,4.0,1.0,0
16.267688020625112,0.6830779948437223,7.904923398453117,1.3661559896874447,5.224616992265584,1.711998606703161,147.26768802062512,15.633844010312556,0.6830779948437223,8.683077994843723,7.633844010312555,4.683077994843722,1
15.39420261543162,0.8685991281894603,5.33140087181054,0.8685991281894603,5.4028986922841895,1.6708211333537015,65.73719825637892,14.080193897326222,0.26280174362107944,7.0,8.86859912818946,3.6057973845683806,1
14.0,1.0,7.3,0.0,7.7,1.4,37.0,11.0,2.0,6.0,1.0,8.0,0
18.0,0.0,7.7,2.0,6.6,1.6,94.0,13.0,1.0,3.0,3.0,9.0,0
15.877961765155222,0.8779617651552212,7.009834411360301,0.24407646968955765,5.604738824248353,0.7830573522671682,43.14573235608655,10.779617651552211,0.8779617651552212,10.0,7.877961765155221,9.877961765155222,1
18.0,1.0,7.5,1.0,7.5,1.4,198.0,20.0,0.0,2.0,9.0,2.0,0
17.0,1.0,1.1,1.0,8.2,2.7,33.0,18.0,1.0,2.0,4.0,1.0,0
15.0,1.0,7.2,1.0,8.0,1.4,71.0,14.0,2.0,10.0,5.0,7.0,0
18.0,0.0,5.3,0.0,4.9,1.2,20.0,9.0,0.0,5.0,4.0,5.0,0
18.0,0.0,1.2,1.0,8.0,1.7,95.0,15.0,0.0,6.0,4.0,2.0,0
17.0,1.0,5.8,0.0,4.1,2.9,179.0,14.0,1.0,9.0,6.0,8.0,0
19.0,0.0,2.5,1.0,7.1,1.9,188.0,8.0,0.0,4.0,4.0,8.0,0
15.0,0.0,4.0,1.0,8.4,2.3,120.0,7.0,0.0,4.0,5.0,3.0,0
17.0,0.0,1.3,2.0,8.3,1.0,180.0,9.0,2.0,4.0,1.0,1.0,0
15.0,1.0,7.3,0.0,4.1,2.1,187.0,14.0,0.0,10.0,10.0,1.0,1
19.0,1.0,5.4,1.0,4.4,2.3,155.0,14.0,1.0,3.0,3.0,8.0,0
16.0,0.0,1.9,2.0,5.8,2.1,42.0,4.0,2.0,3.0,3.0,2.0,0
18.0,1.0,1.1,2.0,4.9,2.6,34.0,6.0,1.0,9.0,7.0,6.0,0
17.0,1.0,5.1,1.0,8.6,1.9,122.0,8.0,0.0,1.0,7.0,8.0,0
16.0,0.0,2.6,0.0,5.1,0.9,79.0,3.0,2.0,8.0,5.0,8.0,0
18.0,0.0,5.6,2.0,8.0,2.4,70.0,2.0,0.0,2.0,10.0,3.0,0
16.855415061658324,0.5722924691708383,6.6006047284195875,0.0,5.072897197590425,1.5409565678241557,52.554150616583236,10.289169876683353,1.4277075308291618,8.716877407512515,8.0,6.150632222537545,1
16.818222385724237,0.636370397620706,7.509088880713788,1.272740795241412,4.4,1.6181777614275763,191.1819263619313,11.999925626172233,0.363629602379294,8.636370397620706,7.0,6.0908888071378815,1
15.566564780745122,0.0,5.626625912298048,1.0,5.1008511633696045,0.8407900318166763,41.30881729146068,1.416411951862802,0.14164119518628016,7.283282390372561,9.14164119518628,9.008511633696038,1
18.0,0.0,4.2,0.0,5.5,1.8,26.0,13.0,0.0,3.0,8.0,8.0,0
14.195799957622171,1.0,6.00420004237783,1.402100021188915,5.037059970335519,1.902100021188915,59.164299639788446,15.402100021188915,0.0,8.206300063566744,9.0,3.597899978811085,1
15.534871711140976,1.0,7.2,1.4930256577718048,4.605579473782556,1.9423282235489854,46.46512828885903,11.944205262174439,0.0,8.98605131554361,8.493025657771804,3.506974342228195,1
15.0,0.0,6.9,0.0,6.2,0.6,4.0,18.0,0.0,3.0,1.0,4.0,0
13.0,0.0,4.3,1.0,7.5,2.7,89.0,1.0,1.0,1.0,10.0,1.0,0
18.0,1.0,1.9,2.0,5.1,2.9,104.0,19.0,0.0,4.0,3.0,2.0,0
16.0,1.0,3.1,0.0,7.9,1.2,154.0,5.0,1.0,2.0,2.0,5.0,0
15.070427488160098,0.0,7.7,0.0,4.330985750394664,2.2070427488160096,170.30279131117283,18.309857503946635,0.654928751973317,8.0,7.690142496053366,6.619715007893268,1
17.65008913741593,0.33747771564601803,6.077442060679647,0.33747771564601803,4.637477715646018,1.0300178274831855,98.11189832244249,4.31261142176991,1.325044568707964,9.325044568707964,8.337477715646019,7.637655990477874,1
14.0,1.0,7.8,1.0,4.7,2.2,57.0,4.0,0.0,5.0,8.0,2.0,0
15.0,1.0,1.1,0.0,4.6,1.8,188.0,8.0,2.0,10.0,6.0,6.0,0
19.0,1.0,7.3,0.0,7.8,1.0,115.0,1.0,2.0,9.0,7.0,5.0,0
15.0,0.0,6.3,1.0,6.8,1.8,14.0,13.0,1.0,10.0,5.0,5.0,0
13.0,1.0,3.6,1.0,8.7,0.8,103.0,6.0,0.0,4.0,6.0,8.0,0
16.54628233351438,0.5910470555857301,7.522685883324281,1.1820941111714602,4.4,1.6453717666485619,190.45675288937167,12.498482388556969,0.4089529444142699,8.59104705558573,7.0,6.22685883324281,1
17.257940135690635,0.5806866214364547,6.941931337856355,0.41931337856354534,5.254892607867391,1.312832743558027,36.03304580729264,11.161373242872909,1.0,9.580686621436454,8.838626757127091,7.064806350055183,1
16.0,0.0,7.6,1.0,4.3,2.7,110.0,11.0,2.0,3.0,9.0,10.0,0
15.0,1.0,2.7,2.0,8.5,0.8,115.0,6.0,0.0,6.0,3.0,1.0,0
14.0,1.0,4.7,1.0,4.4,2.1,2.0,7.0,0.0,10.0,1.0,4.0,0
16.0,0.0,8.0,0.0,5.5,1.4,70.0,11.0,2.0,2.0,5.0,2.0,0
15.0,0.19632792310088554,5.669350976992568,0.3926558462017711,4.414124676961417,2.505508115348672,146.80367207689912,3.7485909234123973,1.8036720768991144,9.0,7.0,3.3926558462017713,1
14.502551691139423,0.751275845569712,5.846682801518749,0.751275845569712,5.450765507341827,1.5746172463290864,62.51786183797597,11.269137683545681,0.4974483088605759,7.248724154430288,9.248724154430288,3.751275845569712,1
15.0,1.0,3.3,0.0,6.5,1.3,151.0,11.0,2.0,7.0,6.0,7.0,0
16.0,1.0,2.6,2.0,8.6,1.3,71.0,16.0,1.0,5.0,3.0,1.0,0
19.0,1.0,1.8,0.0,4.5,2.8,1.0,16.0,2.0,5.0,3.0,10.0,0
16.371795484841186,1.0,6.1145303232274575,1.0,5.325640903031763,1.454273483838627,55.940166444497976,11.7991438687039,0.0,7.457265161613728,8.542734838386272,4.0,1
19.0,0.0,6.6,2.0,6.0,2.1,33.0,0.0,0.0,9.0,4.0,5.0,0
19.0,0.0,1.6,2.0,4.4,1.4,50.0,8.0,1.0,2.0,9.0,5.0,0
13.0,0.0,3.9,2.0,4.5,1.6,10.0,4.0,1.0,6.0,6.0,5.0,0
19.0,1.0,7.4,2.0,4.4,2.4,5.0,4.0,1.0,3.0,5.0,7.0,0
15.0,0.0,4.4,0.0,6.0,0.5,122.0,5.0,2.0,1.0,6.0,10.0,0
19.0,1.0,5.2,0.0,6.6,1.6,41.0,3.0,0.0,2.0,6.0,10.0,0
16.0,0.0,2.3,1.0,8.8,1.0,110.0,20.0,2.0,6.0,10.0,10.0,0
15.0,0.0,6.5,1.0,5.4,2.1,189.0,17.0,0.0,7.0,3.0,6.0,0
18.0,1.0,7.0,2.0,6.3,1.6,63.0,12.0,2.0,10.0,1.0,8.0,0
16.0,1.0,7.8,2.0,7.4,0.7,144.0,9.0,2.0,10.0,4.0,9.0,0
18.602568636931654,1.0,7.419871568153417,1.8012843184658276,4.5987156815341725,1.5788441133807551,195.41027454772663,9.192294089205035,0.3974313630683448,8.602568636931656,7.397431363068344,5.397431363068344,1
14.0,1.0,4.1,1.0,5.4,2.4,127.0,6.0,0.0,9.0,5.0,10.0,0
15.0,1.0,2.7,1.0,7.6,2.5,4.0,13.0,1.0,1.0,8.0,7.0,0
13.0,1.0,3.8,0.0,7.9,1.3,97.0,18.0,2.0,7.0,10.0,9.0,0
16.0,1.0,6.4,1.0,5.9,2.8,36.0,6.0,1.0,1.0,3.0,7.0,0
13.0,1.0,4.4,0.0,5.5,2.7,158.0,11.0,0.0,5.0,1.0,5.0,0
14.0,0.0,2.8,2.0,4.3,3.0,111.0,13.0,2.0,9.0,3.0,7.0,0
15.0,0.3972181179767015,6.251932542132434,0.794436235953403,4.735548988762722,2.2041728230349475,146.6027818820233,6.56105365167382,1.6027818820232986,9.0,7.0,3.7944362359534027,1
18.54646859580264,0.1133828510493401,7.920632004265462,0.8866171489506599,4.631970289370396,0.6814125616789442,178.1338285104934,5.133828510493402,1.7732342979013198,8.22676570209868,8.22676570209868,5.433085744753299,1
16.0,1.0,3.8,1.0,5.3,1.5,7.0,0.0,1.0,5.0,10.0,5.0,0
15.388279253765647,1.0,6.82930186558588,1.0,4.911720746234352,0.8882792537656478,126.87181910543814,4.882792537656478,0.38827925376564776,7.611720746234353,8.223441492468705,5.717954776359535,1
16.0,1.0,6.6,0.0,6.1,1.7,27.0,17.0,0.0,10.0,8.0,2.0,0
14.663445785111273,0.3365542148887265,7.025925305755929,2.0,4.70483132233309,2.1673108429777455,33.971012066001464,3.346216859554906,0.673108429777453,8.990337355333821,7.336554214888727,7.6537831404450944,1
18.0,0.0,1.1,2.0,7.2,1.0,66.0,4.0,2.0,2.0,1.0,4.0,0
17.0,0.0,3.6,2.0,6.1,2.8,67.0,4.0,0.0,6.0,8.0,5.0,0
15.582588996851221,0.582588996851221,5.216517799370244,0.582588996851221,4.216517799370244,2.0426343040934127,145.25223300944634,6.82588996851221,1.417411003148779,7.834822006297558,7.0,7.078122977958547,1
19.0,1.0,7.4,0.0,5.0,2.0,170.0,9.0,0.0,1.0,6.0,8.0,0
18.0,1.0,5.5,2.0,5.5,1.8,18.0,2.0,1.0,3.0,4.0,10.0,0
16.0,0.0,7.4,2.0,7.2,1.8,15.0,3.0,2.0,3.0,7.0,3.0,0
17.0,1.0,3.8,0.0,8.4,0.9,77.0,13.0,1.0,1.0,2.0,2.0,0
16.0,1.0,2.8,1.0,7.1,1.4,17.0,14.0,1.0,7.0,9.0,8.0,0
15.869797650105482,0.9565992167018272,6.939060704968356,0.0,5.765279373361461,0.6520809399578074,44.347206266385385,11.479190600421926,1.0434007832981727,9.913198433403654,8.086801566596346,9.69619451691279,1
16.0,0.0,2.0,2.0,7.8,2.8,128.0,4.0,2.0,2.0,6.0,8.0,0
17.0,1.0,2.2,1.0,6.5,3.0,163.0,18.0,2.0,5.0,8.0,4.0,0
15.0,0.0,7.8,2.0,4.2,2.1,37.0,2.0,0.0,10.0,7.0,9.0,1
17.0,1.0,3.0,0.0,6.9,2.3,155.0,4.0,0.0,5.0,2.0,9.0,0
17.0,1.0,6.3,0.0,4.0,1.0,34.0,9.0,1.0,1.0,10.0,9.0,0
14.25368217387314,0.0,5.920949608739548,0.7463178261268613,4.323895347838058,1.2327325651335912,136.55155043422394,9.209496087395474,2.0,9.0,9.238953478380584,3.0,1
13.0,0.0,3.5,2.0,6.8,2.3,139.0,19.0,0.0,7.0,2.0,6.0,0
14.0,1.0,3.7,1.0,5.7,1.7,182.0,18.0,0.0,9.0,10.0,3.0,0
13.0,1.0,1.5,2.0,7.2,2.5,23.0,6.0,2.0,4.0,6.0,2.0,0
19.0,0.0,4.8,1.0,5.0,2.6,112.0,16.0,0.0,4.0,6.0,1.0,0
14.720809236623351,0.8604046183116753,7.35583815267533,0.0,4.141878614506497,2.0860404618311676,186.16242770987006,14.697976908441625,0.13959538168832475,9.720809236623351,9.581213854935026,1.9771676718182736,1
15.0,1.0,5.2,1.0,5.6,1.5,66.0,15.0,0.0,7.0,9.0,4.0,1
14.0,0.0,3.9,0.0,7.7,1.4,184.0,10.0,1.0,3.0,5.0,1.0,0
18.183568126780617,0.8164318732193839,7.163286374643877,1.0,4.908215936609692,1.5652113141025543,40.512205591168296,8.367136253561233,0.18356812678061607,8.183568126780616,8.367136253561233,3.816431873219384,1
17.0,0.0,7.3,0.0,5.8,2.9,165.0,7.0,2.0,6.0,2.0,9.0,0
19.0,1.0,5.4,0.0,7.3,2.0,185.0,7.0,2.0,6.0,6.0,1.0,0
14.0,0.0,1.2,2.0,5.2,2.2,69.0,13.0,2.0,9.0,9.0,4.0,0
17.0,0.0,5.1,1.0,5.1,2.9,87.0,4.0,2.0,4.0,2.0,9.0,0
16.0,1.0,3.5,2.0,4.2,1.5,185.0,14.0,2.0,1.0,7.0,2.0,0
13.0,0.0,6.2,2.0,7.1,2.2,45.0,18.0,2.0,5.0,2.0,2.0,0
17.0,1.0,7.3,2.0,7.8,1.1,50.0,8.0,0.0,3.0,10.0,6.0,0
15.0,1.0,5.8,0.0,7.1,1.1,82.0,0.0,0.0,9.0,6.0,6.0,0
16.0,0.0,6.1,1.0,6.8,0.8,68.0,7.0,0.0,10.0,10.0,4.0,0
16.0,1.0,7.8,1.0,4.7,2.1,142.0,20.0,0.0,8.0,3.0,1.0,0
17.0,0.0,2.9,2.0,6.7,1.5,161.0,1.0,2.0,10.0,6.0,4.0,0
13.0,1.0,5.2,2.0,7.7,2.7,33.0,1.0,1.0,2.0,5.0,5.0,0
18.0,1.0,1.4,1.0,6.1,1.6,55.0,9.0,1.0,2.0,7.0,8.0,0
16.0,1.0,7.6,1.0,4.2,2.8,107.0,5.0,1.0,10.0,2.0,9.0,0
13.0,1.0,6.1,2.0,6.4,2.8,110.0,13.0,0.0,6.0,1.0,9.0,0
13.0,0.7526518982568023,7.348408861045919,1.5053037965136047,4.397878481394558,2.3268563287797615,49.74204430522959,12.042430372108837,0.4946962034863953,9.505303796513605,9.247348101743198,3.0,1
14.0,0.0,4.2,2.0,7.0,1.1,168.0,7.0,1.0,4.0,8.0,1.0,0
14.0,0.0,7.6,0.0,5.8,1.9,159.0,10.0,1.0,10.0,1.0,3.0,0
13.0,0.0,5.9,0.0,8.0,2.8,123.0,16.0,2.0,2.0,8.0,8.0,0
15.0,0.0,6.5,2.0,8.1,2.0,90.0,6.0,1.0,8.0,2.0,2.0,0
13.0,1.0,2.1,0.0,8.2,0.9,142.0,12.0,1.0,2.0,7.0,6.0,0
19.0,0.42899402737501835,7.742603583574989,1.4289940273750183,4.571301791787494,0.8860946246375165,185.57988054750035,5.715976109500073,1.1420119452499633,8.428994027375019,7.571005972624982,5.571005972624982,1
13.0,1.0,3.6,1.0,4.8,2.2,126.0,9.0,2.0,4.0,4.0,7.0,0
17.0,1.0,4.7,0.0,4.7,2.4,75.0,2.0,2.0,10.0,5.0,8.0,0
14.0,0.0,7.0,1.0,6.9,1.0,165.0,8.0,1.0,9.0,3.0,7.0,0
18.0,0.0,3.2,1.0,5.1,1.2,146.0,6.0,0.0,6.0,2.0,8.0,0
18.0,0.0,7.5,0.0,7.4,1.8,73.0,2.0,0.0,9.0,4.0,2.0,0
14.0,0.0,5.3,0.0,6.8,2.9,177.0,1.0,2.0,10.0,1.0,6.0,0
18.0,0.0,4.2,1.0,6.5,1.4,115.0,0.0,0.0,5.0,6.0,4.0,0
17.0,1.0,7.2,1.0,8.2,2.9,20.0,19.0,1.0,6.0,2.0,5.0,0
14.0,1.0,1.7,1.0,6.5,2.7,35.0,15.0,2.0,9.0,5.0,9.0,0
15.303368028368372,0.8988773238772098,5.30112267612279,0.8988773238772098,5.448315985815814,1.6314594789596273,65.79775464775442,14.292141267140469,0.2022453522455805,7.0,8.89887732387721,3.6966319716316294,1
13.0,0.0,2.2,2.0,5.8,2.0,192.0,13.0,0.0,4.0,4.0,10.0,0
15.0,1.0,3.8,0.0,4.4,1.9,7.0,12.0,2.0,4.0,9.0,7.0,0
13.0,0.0,5.2,2.0,6.4,2.5,66.0,11.0,2.0,8.0,6.0,7.0,0
17.0,1.0,5.6,1.0,6.8,2.0,40.0,19.0,2.0,6.0,9.0,8.0,0
17.0,1.0,7.1,0.0,5.6,0.6,39.0,19.0,2.0,1.0,3.0,7.0,0
14.0,1.0,4.8,0.0,6.8,0.8,61.0,7.0,0.0,4.0,3.0,4.0,0
15.923742619767715,1.0,6.907625738023229,0.05083825348819038,5.759329397209448,0.6482963408137808,44.12709563372048,12.10167650697638,0.9745808732559048,10.0,8.025419126744096,9.822066112791333,1
18.87428325725306,0.0,7.6182841172144915,0.0,4.196857081431327,2.6062858371373467,149.9057124429398,16.497133029012254,0.0628583713734685,8.031429185686735,8.93714162862653,3.968570814313266,1
19.0,0.0,7.0,1.0,4.5,2.3,25.0,10.0,1.0,9.0,10.0,3.0,1
18.513130317721984,0.16228989409267203,7.310504254177587,0.16228989409267203,4.2162289894092675,2.421481116498061,149.02626063544398,16.02626063544397,0.16228989409267203,7.837710105907328,8.675420211814656,4.973739364556032,1
17.0,1.0,2.9,2.0,7.5,1.4,37.0,10.0,0.0,5.0,6.0,3.0,0
15.0,0.0,7.7,0.0,8.0,1.3,197.0,8.0,2.0,1.0,6.0,5.0,0
18.0,0.0,1.6,1.0,5.1,2.7,52.0,1.0,1.0,3.0,9.0,7.0,0
17.0,1.0,3.2,0.0,6.2,2.2,21.0,16.0,0.0,8.0,10.0,9.0,0
15.0,0.0,6.5,2.0,6.2,1.2,102.0,2.0,2.0,6.0,5.0,2.0,0
19.0,1.0,3.5,1.0,6.7,2.7,72.0,9.0,0.0,4.0,6.0,7.0,0
14.09987606589839,0.04993803294919508,6.155055770345725,1.0,4.395006196705081,0.739950426359356,133.54931836244114,11.950061967050805,1.950061967050805,8.90012393410161,9.850185901152415,3.349566230644365,1
15.0,0.6335312154171401,6.937240524709706,1.2670624308342802,5.113649944667424,1.8497031768742898,146.36646878458285,9.86943701583996,1.3664687845828598,9.0,7.0,4.26706243083428,1
14.0,0.0,5.0,1.0,5.2,0.5,113.0,14.0,0.0,10.0,6.0,8.0,0
16.0,0.0,2.0,1.0,7.8,0.5,171.0,3.0,1.0,10.0,2.0,4.0,0
17.0,1.0,5.2,2.0,6.0,0.6,39.0,4.0,2.0,6.0,2.0,9.0,0
15.0,1.0,8.0,2.0,5.7,1.3,146.0,15.0,1.0,9.0,7.0,5.0,1
15.0,0.0,6.2,1.0,4.6,1.1,106.0,17.0,1.0,4.0,2.0,3.0,0
14.0,1.0,1.1,2.0,6.1,2.5,56.0,17.0,1.0,4.0,10.0,3.0,0
14.0,1.0,3.1,0.0,6.9,1.9,150.0,9.0,2.0,3.0,4.0,2.0,0
13.0,0.0,1.3,1.0,4.4,0.9,13.0,2.0,1.0,8.0,2.0,5.0,0
18.0,0.0,1.3,0.0,5.8,1.3,124.0,13.0,2.0,9.0,4.0,9.0,0
18.0,1.0,5.8,2.0,5.1,1.2,43.0,14.0,1.0,5.0,9.0,2.0,0
14.0,1.0,4.6,0.0,5.9,1.4,23.0,11.0,1.0,3.0,10.0,2.0,0
18.0,0.0,4.3,1.0,8.4,2.1,101.0,18.0,0.0,1.0,10.0,8.0,0
